title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"The homeless and reformers: negotiating progress in the upper streets of Halifax, 1890-1914","Hood, David","2008","not available","Poor ;Nova Scotia ;Halifax ;History;Homeless persons ;Nova Scotia ;Halifax ;History;Public welfare ;Nova Scotia ;History;Social problems ;Nova Scotia ;Halifax ;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/86a88b89-0aff-45df-9999-80a1becd7cc9/etd_pdf/b243f8c3246e1175f4db5b5c351b72bf/hood-thehomelessandreformersnegotiatingprogress.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_128.html"
"Propaganda and persuasion in the Cold war: the Canadian Soviet Friendship Society, 1949-1960","Anderson, Jennifer","2008","not available","Cold War;World politics ;1945-1989","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/636d773d-b182-4454-9338-c07adffbfd23/etd_pdf/0fb7e7f30e99c6ea1040100565f4a6f1/anderson-propagandaandpersuasioninthecoldwarthecanadian.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_129.html"
"Charles Templeton and the performances of unbelief","Vance, David M.","2008","not available","Religion and culture;Christianity and culture","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/248c9f9b-7985-4a75-83bc-3008b2c5afca/etd_pdf/09c8d372809828ca382396526ac95794/vance-charlestempletonandtheperformancesofunbelief.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_130.html"
"Built for mind and spirit: the socialization of race through higher education at Fisk University and Spelman College, 1881-1930","Horne, Melissa M.","2008","not available","African Americans ;Education (Higher) ;Southern states ;History;Socialization;Race awareness;African American college students ;Georgia ;Atlanta;African American college students ;Tennessee ;Nashville","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/36319bde-0aaa-4b6e-87eb-851eb51e8a6e/etd_pdf/ee443c828b69b65e06a9675763f52c40/horne-builtformindandspiritthesocializationofrace.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_131.html"
"The greater half of the continent: continentalism and the Canadian state in Ontario, 1878-1896","Hutchinson, Braden P. L.","2008","not available","Social structure ;Ontario ;History;19th century;Political culture ;Ontario ;History;19th century;Protectionism ;Canada;History;19th century","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/3244c1f0-9e06-4b07-a96f-20da8dae2de1/etd_pdf/9546514e5667e3ddd0761e605667bb0c/hutchinson-thegreaterhalfofthecontinentcontinentalism.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_132.html"
"Memory, identity, and the challenge of community among Ukrainians in the Sudbury region, 1901-1939","Zembrzycki, Stacey Raeanna","2007","not available","Ukrainian Canadians ;Ontario ;Sudbury Region ;Social Conditions;Ukrinians ;Canada;History;Ukrainian Canadians ;Ethnic identity;World War, 1914-1918 ;Ukrainian Canadians ","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/bfe1fe4d-2b54-49b7-8be3-eb239fde1bf9/etd_pdf/047c807395da7817d1225e2b03a41cbe/zembrzycki-memoryidentityandthechallengeofcommunityamong.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_133.html"
"A matter of deep personal conscience: the Canadian death-penalty debate, 1957-1976","Kropf, Joel","2007","not available","Capital punishment ;Canada;History;Capital punishment ;Moral and ethical aspects ;Canada;Capital punishment ;Canada;Public opinion;Public opinion;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/4b129b9f-7f7e-42a5-af59-49261d951efd/etd_pdf/14f36f730dbb3c51bc7d71c6bf0109af/kropf-amatterofdeeppersonalconsciencethecanadian.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_134.html"
"Passive, not active: the response of Prince Edward Island to the United Nations Convention on the Rights of the Child, 1989-1991","Morrell, Kathryn G.","2007","not available","Child welfare ;Prince Edward Island;History;Children&#39;s rights ;Prince Edward Island;Children ;Legal Status, Laws, Etc;Prince Edward Island;History;Non-governmental organizations ;Prince Edward Island;Federal-provincial relations ;Prince Edward Island","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/721a2e8a-324e-488a-a8c7-0ece987b85f3/etd_pdf/d794e8fcfde381d75366912154577988/morrell-passivenotactivetheresponseofprinceedward.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_135.html"
"Liberalism, Quebecs political culture, and George-√âtienne Cartier, 1864-1871","Banoub, David Joseph","2007","not available","Political culture ;Quebec (Province) ;History;Political participation ;Quebec (Province)Liberalism ;Canada; Nationalism ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/e4426021-f6fd-4288-b0a5-42ada7119fbb/etd_pdf/36a356a70ed1f137c8044890d939375e/banoub-liberalismquebecspoliticalcultureandgeorgetienne.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_136.html"
"Taking care of business: the genesis and historical evolution of The Business Council on National Issues, 1976-1988","Speer, Sean C.","2007","not available","Business enterprises ;Canada;Industrial policy ;Canada;International business enterprises ;Political aspects ;Canada","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/3c1f46df-89bc-4d9e-b0ff-8e64043f34d7/etd_pdf/eadb4e683f5235e1f1585b0dab725b73/speer-takingcareofbusinessthegenesisandhistorical.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_137.html"
"The legacy of scientific motherhood : doctors and child-rearing advice in the 1960s and 1970s in English Canada","Haynes, Jessica Joanne","2007","not available","Child rearing ;Canada;History;Motherhood ;Canada;History;Mother and child ;Canada;Physician and patient ;Canada;History;Maternal and infant welfare ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/245c4449-cc75-4721-ab50-b93cf938b059/etd_pdf/6ddacb0651f193ba10d1d90935f399c6/haynes-thelegacyofscientificmotherhooddoctorsand.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_138.html"
"Fair enough? How notions of race, gender, and soldiers rights affected dependents allowance policies towards Canadian aboriginal families during World War II.","Arrowsmith, Emily","2006","not available","World War, 1939-1945 ;Participation, Indian;Military dependents ;Canada;History;First Nations;Canada;Government Relations;Soldiers ;Canada;History;World War, 1939-1945 ;Veterans;Survivors&#39; benefits ;Canada;History","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/2e530709-f42d-4244-b433-32079fba9684/etd_pdf/9f1973d3395e727c6b8748ce2789c888/arrowsmith-fairenoughhownotionsofracegenderandsoldiers.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_139.html"
"Debate, democracy, and the politics of panic: Norman Angeli in the Edwardian crisis","Vieira, Ryan Anthony Joseph","2006","not available","Economic history;Liberalism;World politics ","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/5d3d4bcd-32c0-4b78-8917-67a3e2e6b1d4/etd_pdf/582a44b9f69a6dfa05941eadbfcd6ac9/vieira-debatedemocracyandthepoliticsofpanicnorman.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_140.html"
"East Germans, refugees, and new Canadians - a family migration","Harris, E. Meaghan","2006","not available","Refugees ;Canada;Refugees ;Germany (East)Immigrants ;Canada;Case Studies;Immigrants ;Canada;Social Conditions","tbd","","","","","","application/pdf","","Copyright the author, all rights reserved, unless otherwise indicated.","","","https://curve.carleton.ca/system/files/etd/29913fe0-2149-4ee5-af06-ce9b60493700/etd_pdf/f4c6991e6bc61098852b0613916c75aa/harris-eastgermansrefugeesandnewcanadiansafamily.pdf","https://shawngraham.github.io/test-collectionbuilder/items/hist_141.html"
