objectid,title,display_template,creator,date,degree,thesis_url,description,location,object_location,subject,format,rights,website,image_small
hist_204,In the spirit of judaism: the National Council of Jewish Women of Canada in historical perspective 1897-1990.,pdf,"Lecours, Natasha T.",1998,Master of Arts,https://curve.carleton.ca/f2b27593-4173-466a-aa7a-9a7ab442a06d,not available,tbd,https://curve.carleton.ca/system/files/etd/f2b27593-4173-466a-aa7a-9a7ab442a06d/etd_pdf/2884a718f17690f2b9667715d93d1df3/lecours-inthespiritofjudaismthenationalcouncilofjewish.pdf,National Council Of Jewish Women ;History; Jewish Women ;Canada;Societies And Clubs ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_205,1951 agreement between the Red Cross and St. John Ambulance; case study of the effect of Civil Defence on Canadas Health Care system.,pdf,"Toxopeus, Deanna",1997,Master of Arts,https://curve.carleton.ca/cb3c8205-ad1f-4fb8-8a72-e28a415b1a17,not available,tbd,https://curve.carleton.ca/system/files/etd/cb3c8205-ad1f-4fb8-8a72-e28a415b1a17/etd_pdf/34f7c427bd354746188c1df396debdff/toxopeus-1951agreementbetweentheredcrossandstjohnambulance.pdf,Canadian Red Cross Society ;History; St; John Ambulance Association; Canadian Branch ;History; Civil Defense ;Canada;History; Medical Care ;Canada;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_206,"Honest brokers? Canada and the International Commission for Supervision and Control, Cambodia: 1954 to 1964.",pdf,"Kerr, Jeffrey L.",1997,Master of Arts,https://curve.carleton.ca/299ee9df-1848-4e4c-8f2e-46858d4b08a5,not available,tbd,https://curve.carleton.ca/system/files/etd/299ee9df-1848-4e4c-8f2e-46858d4b08a5/etd_pdf/663f4aecb5a58268fcfe3d6d69271d7a/kerr-honestbrokerscanadaandtheinternationalcommission.pdf,Cambodia ;History 1953-1975International Commission For Supervision And Control In Cambodia;Canada;Relations ;United States;United States;Relations ;Canada,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_207,"Minor tranquilizing drugs and the medicalization of everyday life, in English-speaking Canada, 1945-1962.",pdf,"Crabb, Leona",1997,Doctor of Philosophy,https://curve.carleton.ca/d895715e-439f-4e4a-8fb3-7ccdfe1442c3,not available,tbd,https://curve.carleton.ca/system/files/etd/d895715e-439f-4e4a-8fb3-7ccdfe1442c3/etd_pdf/7f4b58ad8ca4f45306dca621165cc8a8/crabb-minortranquilizingdrugsandthemedicalization.pdf,Tranquilizing Drugs; Drug Utilization ;Social Aspects;Canada; Mental Health ;Canada;History; Women ;Canada;Social Conditions,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_208,Ground for common action: Violet McNaughtons Agrarian feminism and the origins of the farm womens movement in Canada.,pdf,"Taylor, Georgina M.",1997,Doctor of Philosophy,https://curve.carleton.ca/348287ef-aa8f-4914-8b18-ae5e331176c2,not available,tbd,https://curve.carleton.ca/system/files/etd/348287ef-aa8f-4914-8b18-ae5e331176c2/etd_pdf/775a8af07dd169be78016f9e15161d42/taylor-groundforcommonactionvioletmcnaughtonsagrarian.pdf,"Mcnaughton, Violet, 1879-1968; Feminism ;Canada;History; Women ;Suffrage ;Canada;History; Women In Agriculture ;Canada;History; Medical Care ;Canada;History; Rural Women ;Canada;History",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_209,"Freedom and grace: Mainline protestant thought in Canada, 1900-1960.",pdf,"Krygsman, Hubert Richard",1997,Doctor of Philosophy,https://curve.carleton.ca/7295d11f-11d8-44b4-bfc6-bcbdb43659b3,not available,tbd,https://curve.carleton.ca/system/files/etd/7295d11f-11d8-44b4-bfc6-bcbdb43659b3/etd_pdf/e21131fd80effd7a1ddd191b2a770126/krygsman-freedomandgracemainlineprotestantthoughtin.pdf,"Protestant Churches ;Canada;History 20th Century; Protestantism 20th Century; Theology, Doctrinal 20th Century",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_210,"Endormez-moi! An early twentieth-century obstetrical practice in the Gatineau Valley, Quebec.",pdf,"Elliott, Jayne",1997,Master of Arts,https://curve.carleton.ca/4da946ca-7bad-4066-991c-a12d120ba8eb,not available,tbd,https://curve.carleton.ca/system/files/etd/4da946ca-7bad-4066-991c-a12d120ba8eb/etd_pdf/ca9d2f1469540ae4ec5d2b0977bf1beb/elliott-endormezmoianearlytwentiethcenturyobstetrical.pdf,"Geggie, Harold J; G;Medicine, Rural ;Practice ;Quebec (Province) ;Gatineau River Valley; Childbirth At Home ;Quebec (Province) ;Wakefield; Obstetrics ;Canada;History",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_211,The Reich labour service in peace and war; a survey of the Reichsarbeitsdienst and its predecessors 1920-1945.,pdf,"Heyck, Hartmut",1997,Master of Arts,https://curve.carleton.ca/ba1b4557-2185-4e06-9ffe-a4090cdbd117,not available,tbd,https://curve.carleton.ca/system/files/etd/ba1b4557-2185-4e06-9ffe-a4090cdbd117/etd_pdf/acfad8945fb65110e2e6dbd4cc9b90e1/heyck-thereichlabourserviceinpeaceandwarasurvey.pdf,Labor Service ;Germany ;History; National Service ;Germany ;History; National Socialism; Young Volunteers In Community Development ;Germany ;History; Youth ;Employment ;Germany ;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_212,"Beyond the visionary mountains: the Alpine Club of Canada and the Canadian National Park idea, 1906-1969.",pdf,"Reichwein, PearlAnn",1996,Doctor of Philosophy,https://curve.carleton.ca/77850b6d-be91-4e86-a9bf-835ef9177b0b,not available,tbd,https://curve.carleton.ca/system/files/etd/77850b6d-be91-4e86-a9bf-835ef9177b0b/etd_pdf/8993e3ea641d353901ae4935219794aa/reichwein-beyondthevisionarymountainsthealpineclubof.pdf,Alpine Club Of Canada ;History; National Parks And Reserves ;Canada;History,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_213,"Ringing out the narrowing lust of gold, ringing in the common love of good; the United Farmers of Ontario in Lambton, Simcoe and Lanark Counties, 1914-1926.",pdf,"Badgley, Kerry A.",1996,Doctor of Philosophy,https://curve.carleton.ca/74b4407c-8679-4808-abe1-06daacd36e9e,not available,tbd,https://curve.carleton.ca/system/files/etd/74b4407c-8679-4808-abe1-06daacd36e9e/etd_pdf/c15819bfc9f69c6f44eedf0ff858621f/badgley-ringingoutthenarrowinglustofgoldringingin.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_214,"Uncharted waters; the development of the helicopter carrying destroyer in the post-war Royal Canadian Navy, 1943-1964.",pdf,"Cafferky, Michael Shawn",1996,Doctor of Philosophy,https://curve.carleton.ca/ef78b7f2-0fc2-4da2-b7e5-f3bed87e4e31,not available,tbd,https://curve.carleton.ca/system/files/etd/ef78b7f2-0fc2-4da2-b7e5-f3bed87e4e31/etd_pdf/f0aef7e9098e495488bf4ae1b8de0368/cafferky-unchartedwatersthedevelopmentofthehelicopter.pdf,Canada; Royal Canadian Navy ;Aviation ;History; Military Helicopters ;Canada; Destroyer Escorts ;Canada,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_215,"Hard in the attack: the Canadian Army in Sicily and Italy, July 1943- June 1944.",pdf,"Cessford, Michael Pearson",1996,Doctor of Philosophy,https://curve.carleton.ca/bdb35cde-56cf-4be0-9b81-c8fc70e574b4,not available,tbd,https://curve.carleton.ca/system/files/etd/bdb35cde-56cf-4be0-9b81-c8fc70e574b4/etd_pdf/9ee3742bb57bccbc0421ad27b10a4f89/cessford-hardintheattackthecanadianarmyinsicilyand.pdf,"World War, 1939-1945 ;Campaigns ;Italy;World War, 1939-1945 ;Campaigns ;Italy;Sicily;Canada; Canadian Army ;World War, 1939-1945 ",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_216,"The Commonwealth labour conferences, the British Labour Party model, and their influence on Canadian social democratic politics, 1920-1961.",pdf,"Barker, Ray Clinton",1996,Master of Arts,https://curve.carleton.ca/29c29c68-a5b4-4c13-a070-9b2b4a8e9e12,not available,tbd,https://curve.carleton.ca/system/files/etd/29c29c68-a5b4-4c13-a070-9b2b4a8e9e12/etd_pdf/1eb2c15f006f318d392010f2ee3c21ef/barker-thecommonwealthlabourconferencesthebritish.pdf,not yet catalogued,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_217,The Apotheosis of protestantism: the concept of work in Carlyle.,pdf,"Hare, John Edward",1995,Master of Arts,https://curve.carleton.ca/6439b402-3e2f-4a3d-aef8-f46c3edbfe28,not available,tbd,https://curve.carleton.ca/system/files/etd/6439b402-3e2f-4a3d-aef8-f46c3edbfe28/etd_pdf/22a1ab0772fdc0fc23ae63f82c4bc4aa/hare-theapotheosisofprotestantismtheconceptofwork.pdf,"Carlyle, Thomas, 1795-1881; Sartor Resartus;Carlyle, Thomas, 1795-1881; Past And Present; Work; Calvinism; Transcendentalism",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_218,"Reluctant mediator: Canada, the United Nations and the Kashmir crisis, 1947-1949.",pdf,"Kelly, E. A.",1995,Master of Arts,https://curve.carleton.ca/ed45b95a-f2ad-457a-a2c2-aeb8d671243b,not available,tbd,https://curve.carleton.ca/system/files/etd/ed45b95a-f2ad-457a-a2c2-aeb8d671243b/etd_pdf/c01b08695850d8c88699c15cb8801144/kelly-reluctantmediatorcanadatheunitednationsand.pdf,Kashmir (India) ;Politics And Government;India;Foreign Relations ;Canada;Canada;Foreign Relations ;India; World Politics 1945-,application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_219,"The origins of Canadian participation in the United Nations operation in the Congo, 1960.",pdf,"Spooner, Kevin A.",1995,Master of Arts,https://curve.carleton.ca/017c558e-c590-45e7-a804-7224e133dc10,not available,tbd,https://curve.carleton.ca/system/files/etd/017c558e-c590-45e7-a804-7224e133dc10/etd_pdf/182f7863dddee512f849399fdc6ed84e/spooner-theoriginsofcanadianparticipationintheunited.pdf,"Canada;Foreign Relations ;Congo (Democratic Republic)Congo (Democratic Republic) ;History Civil War, 1960-1965United Nations ;Congo (Democratic Republic)",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
hist_220,Lenin for sale; the rise and fall of the personality cult of V. I. Lenin in Soviet Russia.,pdf,"Smith, Trevor J.",1995,Master of Arts,https://curve.carleton.ca/4b51ed92-d601-4432-b022-cbc69929d40b,not available,tbd,https://curve.carleton.ca/system/files/etd/4b51ed92-d601-4432-b022-cbc69929d40b/etd_pdf/1bd824c3b89b0126f5b5691d313e1c30/smith-leninforsaletheriseandfallofthepersonality.pdf,"Lenin, Vladimir Il'ich, 1870-1924Heads Of State ;Soviet Union; Cults ;Soviet Union;Soviet Union;Politics And Government 1917-1936",application/pdf,"Copyright the author, all rights reserved, unless otherwise indicated.",n/a,https://carleton.ca/campus/map/building_img/Paterson%20Hall.jpg
